'Id','Tweet','Emotion','Anger','Joy','Surprise','Fear','Disgust','Sadness','Trust','Anticipation'
31,What s the difference between a piano and a fish? You can t tuna-fish  Hotel Downtown Los Angeles ,Joy,0.00107098207809031,0.5652154684066772,0.033609118312597275,0.030836962163448334,9.395803499501199e-05,0.015347176231443882,0.3406360149383545,0.01319030113518238
32,My dog has halitosis but secretly I love it. ,Surprise,0.004236828535795212,0.2676878869533539,0.4352509379386902,0.03335431590676308,0.004103053826838732,0.07531964033842087,0.17418092489242554,0.005866416729986668
33,ctrl alt delete it all ,Trust,0.008422691375017166,0.007630479987710714,0.037558089941740036,0.06219112500548363,0.010172037407755852,0.013043945655226707,0.8602906465530396,0.000690978136844933
34,name a more iconic duo... I ll wait ,Trust,0.000996272312477231,0.10191977769136429,0.23852916061878204,0.00541781447827816,0.00032350426772609353,0.049717750400304794,0.48593029379844666,0.1171654462814331
35,Couple O rugrats Nugget N Mighty ,Surprise,0.0020462193060666323,0.18492308259010315,0.44563475251197815,0.006992815528064966,0.0016924277879297733,0.013538393191993237,0.3298991024494171,0.01527318637818098
36,Well I ve penciled in MY birthday plans ! SO excited that two of my favorite bbs are hitting the road together! Catch my lil sprout  &  this fall at a city near you! ,Joy,0.000523923896253109,0.9204253554344177,0.03170651197433472,0.001474585384130478,4.394201096147299e-05,0.0006314715719781816,0.026975078508257866,0.018219104036688805
37,One year 6 continents 113 shows Witness: The Tour has been the most rewarding experience. I continue to be grateful that you let my music into your and minds. Now ,Joy,0.009447486139833927,0.8896116018295288,0.001548414002172649,0.07399114966392517,1.921863258758094e-06,0.0015040080761536956,0.019821859896183014,0.004073559772223234
38,No one has ever asked me to cut a large ribbon at an opening with oversized scissors and it makes me sad. I thought this is what popstars do. ,Sadness,0.0387318879365921,0.13147108256816864,0.009766511619091034,0.027314318343997,0.006023259833455086,0.7382239103317261,0.04415441304445267,0.004314633551985025
39,IT S THE LAST NIGHT OF #WITNESSTHETOUR Y ALL! 113 shows with perfect attendance! Grateful for everyone s love & support all year... #resilient ,Joy,0.0005208633374422789,0.8373208045959473,0.0008049797615967691,0.007571585476398468,1.0225247024209239e-05,6.527518416987732e-05,0.15326111018657684,0.00044512475142255425
40,If you boil sparkling water will it become flat ,Trust,0.001074048108421266,0.012024840340018272,0.007054643239825964,0.022266682237386703,0.0005472711054608226,0.001335364650003612,0.9533788561820984,0.0023182984441518784
41,San Diego I m coming with a larger than life show for you! New set new costumes MEGA drama! I ll be there to perform on Sunday 9/16 at 7:30p. Get your exclusive Katy Perry Cares pass (benefiting  ) to KAABOO for only $89 to see my show! ,Joy,0.005525160580873489,0.5043662786483765,0.0049834949895739555,0.08762075006961823,0.0009656818583607674,0.009118846617639065,0.38433390855789185,0.0030859000980854034
42,One of my favorite moments on this leg is being able to FINALLY visit  and bring my tour I have looked out the window of my various hotel rooms for over 10 years dreaming ,Joy,0.0012769419699907303,0.9779536128044128,0.0011813793098554015,0.01270904578268528,2.6438647182658315e-05,0.00043552793795242906,0.005747590214014053,0.0006694626063108444
43,Guys when the robots take over just tell them to calculate Pi ok ,Surprise,0.008631261065602303,0.0370585173368454,0.5576381683349609,0.009807764552533627,0.010475208051502705,0.20638075470924377,0.15010280907154083,0.01990552246570587
44,God is in the details timsek  Hyatt Sydney ,Trust,0.0010324281174689531,0.013977047055959702,0.008122317492961884,0.06840795278549194,0.00042621546890586615,0.0013387741055339575,0.9032759070396423,0.0034193838946521282
45,The end of tour tattoo tradition continues with #4 by the gentle precisionist  The planet in the middle is Saturn as this journey has taught me many lessons with a few ,Joy,0.049971893429756165,0.8784177899360657,0.0033958659041672945,0.029194585978984833,0.005113102030009031,0.005510710179805756,0.02787823975086212,0.0005178373539820313
46,Happiest birthday to my favorite Queen and constant chameleon  ,Surprise,0.00010957314952975139,0.0831494927406311,0.8939093351364136,0.0006445150938816369,3.880859730998054e-05,0.0030368806328624487,0.01515291165560484,0.003958505112677813
47,hello send a link to cow suit pls ,Joy,0.01735035888850689,0.8059640526771545,0.027699537575244904,0.016310211271047592,0.0009374903165735304,0.04076400026679039,0.08513851463794708,0.005835859104990959
48,Just a couple of lemon drops RG:    lemon! ,Fear,0.17209532856941223,0.03756171464920044,0.054406411945819855,0.521740734577179,0.003977084532380104,0.03747628629207611,0.14040647447109222,0.032335951924324036
49,You know I love a ride to a show. Excited to join  and the  for the Open Streets Festival & Celebrate LA! a free concert  on Sun 9/30! Tix available via online sweepstakes beginning 8/20. ,Joy,0.004455708432942629,0.7169315814971924,0.004774759989231825,0.00506311422213912,0.0019801147282123566,0.005399599205702543,0.2608133852481842,0.0005817632772959769
50,One shoe can change your life -Cinderella   Australia ,Trust,0.003765336936339736,0.02055957168340683,0.022632349282503128,0.05248193442821503,0.0003862841404043138,0.0035169206093996763,0.8938297629356384,0.0028278662357479334
51,ilysm ,Trust,0.02137661911547184,0.28138524293899536,0.1717825084924698,0.06824108213186264,0.006824546959251165,0.12498290091753006,0.3106335997581482,0.014773489907383919
52,BRISBANE! I ll be swinging by the Westfield Carindale before my show tonight! If you re nearby around 2pm come say hello to me and my ...and if you re not nearby we ll be doin this one ,Trust,0.04432591795921326,0.028686264529824257,0.09991172701120377,0.08079485595226288,0.3218095898628235,0.024009428918361664,0.39615973830223083,0.004302461631596088
53,... and hilarious too! Never grow up  ,Joy,0.017950544133782387,0.3592165410518646,0.19748622179031372,0.04573579132556915,0.007262676954269409,0.04980618879199028,0.3158864974975586,0.006655530538409948
54,Face it - it's always a good time to put your best foot forward   Queensland Australia ,Trust,0.005379986949265003,0.029690761119127274,0.17869730293750763,0.0746757835149765,0.0008631814271211624,0.009554620832204819,0.5995425581932068,0.10159581899642944
55,Are you America's next in the rough? Take that brave step towards a magical future! It's that time again - the  is rolling through! Get more info at ,Fear,0.049832671880722046,0.24984323978424072,0.047126974910497665,0.4185551404953003,0.05979713797569275,0.0041484227403998375,0.15898971259593964,0.011706703342497349
56,CELINE DION SHOWED ME HOW TO DO THE FAMOUS CHEST SLAP AND I DID IT TO HER WHILE SINGING FIREWORK AND I BECAME A FIREWORK  Victoria Australia ,Joy,0.08042781800031662,0.42223450541496277,0.014393390156328678,0.0344061441719532,0.008625444956123829,0.03179902210831642,0.40626776218414307,0.0018459046259522438
57,OY MELBOURNE! I ll be making a pit stop at the Westfield Southland  around 2p for a mall snack + to show off my  before my show tonight. Will I see u there? ,Anticipation,0.004876989871263504,0.0929102748632431,0.2372666448354721,0.10935328900814056,0.0002989065833389759,0.0017764848889783025,0.25099870562553406,0.30251869559288025
58,The Power Of The Internet #helpGracemeetKatyPerry ,Joy,0.037464071065187454,0.3903888463973999,0.08216886967420578,0.041412271559238434,0.01376479770988226,0.34757155179977417,0.07711711525917053,0.010112482123076916
59,thought i looked cute but I might delete  South Australia ,Trust,0.05642029643058777,0.05659481883049011,0.2037239670753479,0.15102937817573547,0.004379502031952143,0.21228888630867004,0.22175979614257812,0.09380336850881577
60,Mark your calendars! Only 100 days until the mid-term elections! Are you planning to use your voice and vote? If you re not registered yet my friends at  make it easy to do it online : ,Trust,0.004342805594205856,0.04808981344103813,0.041546884924173355,0.048957448452711105,0.0013683931902050972,0.0020570135675370693,0.8508280515670776,0.0028096006717532873
61,ADELAIDE! Keep ur peeled around 2pm if you re near the Westfield Marion  ....I may be investigating my  ,Surprise,0.009085522964596748,0.09547732025384903,0.5747051239013672,0.01705622486770153,0.0030198770109564066,0.0061403303407132626,0.24230216443538666,0.052213408052921295
62,just in case you forgot im still on tour and tonight was show 100 #witnessthetour  Entertainment Centre ,Surprise,0.0006418897537514567,0.007006241008639336,0.9462513327598572,0.016555802896618843,0.000376014068024233,0.00169903424102813,0.018372587859630585,0.009097098372876644
63,my thoughts exactly (sent to me by my girl cyn she knows)  South Australia ,Trust,0.0021984949707984924,0.04795719310641289,0.2081635445356369,0.02585529163479805,0.0005108878831379116,0.03435337170958519,0.6589927673339844,0.021968426182866096
64,Who Is America by  is the BEST and most worrisome thing on television ,Fear,0.01813432015478611,0.02637975662946701,0.10753676295280457,0.5525429844856262,0.005113945342600346,0.0533764623105526,0.21910493075847626,0.017810845747590065
65,i d like u to kno murray smelled like a spa cause he eats eucalyptus leaves all day #clelandwildlifepark  Wildlife Park ,Joy,0.005744492169469595,0.6514237523078918,0.09869611263275146,0.003629770129919052,0.0005622340249828994,0.05770957097411156,0.14705410599708557,0.035179972648620605
66,Who is she? Find out in  on newsstands now ,Anticipation,0.0021006951574236155,0.024635689333081245,0.2563773989677429,0.048750557005405426,0.0008764447993598878,0.011334010399878025,0.05374728515744209,0.6021779179573059
67,PERTH! Whatcha doin around 2pm? I may or may not do a quick pump through at the Westfield Carousel  before my show tonight to check out my  ,Fear,0.004982952028512955,0.09090254455804825,0.007368301507085562,0.8188201189041138,0.0010928683914244175,0.002315558260306716,0.07233737409114838,0.002180283423513174
68,love & strength to you  we re all here for you baby girl ,Trust,0.0008707616943866014,0.08596238493919373,0.057737819850444794,0.00616451958194375,0.0002525057934690267,0.003647657809779048,0.8438130617141724,0.0015512941172346473
69,VOGUE AUSTRALIA AUGUST 2018  ,Surprise,0.005479863379150629,0.163138747215271,0.48559412360191345,0.02812373638153076,0.0010473583824932575,0.00852347444742918,0.26517003774642944,0.04292267560958862
70,so grateful ,Joy,0.0022671029437333345,0.7131127119064331,0.03065470978617668,0.010451193898916245,0.00026955537032335997,0.008065258152782917,0.22825869917869568,0.006920741405338049
71,My was touched by Carter's story. If you're able pls help w/ his chance to defeat Childhood Alzheimer's. He's SO close to funding his clinical trial & I would love to see my KatyCats kick it over the goal & make that difference! I m donating now too! ,Trust,0.00328828115016222,0.29622718691825867,0.04809831082820892,0.026361456140875816,3.698174987221137e-05,0.012596272863447666,0.6092639565467834,0.004127544816583395
72,Was so proud to give the gift of #transcendentalmeditation to my tour mates last week lead by my beautiful friend  . We meditated as a group before our show in #Manchester tonight to reclaim the arena for JOY! AND IT WAS JOYFUL. #WitnessTheTour ,Joy,0.0029396461322903633,0.8762957453727722,0.04601173847913742,0.014724832028150558,0.004885643720626831,0.005620767828077078,0.03529132530093193,0.014230304397642612
73,found my first skin tag today. I think I m an adult now. #TGIF ,Joy,0.005847272463142872,0.5270114541053772,0.2777869999408722,0.024343928322196007,0.0005171520751900971,0.034976668655872345,0.059323906898498535,0.07019264250993729
74,Never forget everyone was once a child. ,Trust,0.006208448205143213,0.15144184231758118,0.20998504757881165,0.0036701145581901073,0.0024227502290159464,0.08883397281169891,0.5358306765556335,0.0016071569407358766
75,My Aussies & Kiwis ! For the FINALE of #WitnessTheTour (that's right shows #98-111 ) I'm bringing  to you in Perth Adelaide & Melbourne & then passing the to  in Sydney Brisbane & Auckland Pleased as punch to finally you ,Joy,0.003100393572822213,0.9540063142776489,0.007725740782916546,0.012983618304133415,7.937796908663586e-06,0.002663718769326806,0.0053390515968203545,0.014173243194818497
76,I you  and I you and I m singing this one for you tonight! ,Joy,0.0004908624687232077,0.3691738545894623,0.27809491753578186,0.005588410887867212,0.00016563330427743495,0.0015636679017916322,0.3262505829334259,0.018672047182917595
77,Oi oi  remember when we locked ourselves in a room for a few days in Santa Barbara and wrote a rad song called POWER ?! Lest you forget... ,Joy,0.0007029519765637815,0.9404730796813965,0.001475241151638329,0.01876940205693245,2.4399978428846225e-05,0.0013536877231672406,0.037182845175266266,1.8419334082864225e-05
78,WITNESS IS ,Joy,0.006387231405824423,0.5842038989067078,0.04085720330476761,0.061486899852752686,0.0006324951536953449,0.04987849295139313,0.22518767416477203,0.031366076320409775
79,IM SCREAMINGOSBEJRMF$&2 ,Surprise,0.009247254580259323,0.21807774901390076,0.37406623363494873,0.041656725108623505,0.00403551384806633,0.024878647178411484,0.312701016664505,0.015336866490542889
80,CALIFORNIANS! What s important to you? Is it gun violence? Immigration? Women s rights? Prison reform? The #CAPrimary is tomorrow 6/5. It s your chance to make your voice heard! Get informed & go Vote whatever u believe just exercise your right! ,Trust,0.0018108519725501537,0.13690686225891113,0.030278773978352547,0.014490298926830292,0.0022348437923938036,0.0006835795356892049,0.7991134524345398,0.01448131911456585
81,We just played our 80TH show for #WITNESSTHETOUR ... #andwedontstop #welloiledmachine #cookingwithgas ,Surprise,0.0007333068642765284,0.36572930216789246,0.5066398978233337,0.013836013153195381,0.00011791845463449135,0.0012839018600061536,0.06128929555416107,0.050370361655950546
82,bout to do Yoga to new Kanye record ,Surprise,0.0002652087714523077,0.03336292505264282,0.8226652145385742,0.007872004061937332,0.0003849653003271669,0.0012255026958882809,0.088126040995121,0.04609813541173935
83,Happy #PRIDE month. I see you and I love you ,Joy,0.00045399414375424385,0.5904475450515747,0.2392822653055191,0.005317231174558401,7.943036325741559e-05,0.015082502737641335,0.14599688351154327,0.00334014929831028
84,Imma #believer ,Trust,3.359625770826824e-05,0.0026078696828335524,0.0006745411083102226,0.0005141646252013743,2.2918379727343563e-06,0.0001073369276127778,0.9958791136741638,0.00018107813957612962
85,Here s something to believe in:  is really coming into her own and just put out a to one of my favorite songs she s written thus far! Has she made you a #Believer ?! LMK in the comments below #CYNNER ,Trust,0.011809690855443478,0.20972949266433716,0.2687472701072693,0.16187132894992828,0.0069250063970685005,0.005105823744088411,0.2877686321735382,0.04804273694753647
86,,Joy,0.015704816207289696,0.3509698212146759,0.14494264125823975,0.07205493748188019,0.003838303266093135,0.0941551923751831,0.2866412401199341,0.03169303014874458
87,The end is FIRES. What s not to love ,Trust,0.01267947070300579,0.1074054017663002,0.03387266397476196,0.2105674147605896,0.0020652173552662134,0.10290053486824036,0.520946204662323,0.009563103318214417
88,Meet the newest Bieber my baby sister Bay Bieber ,Surprise,1.9647330191219226e-05,0.10647880285978317,0.7255361080169678,0.0003004662867169827,1.0209342690359335e-05,0.0018766917055472732,0.013133494183421135,0.1526445895433426
89,Make sure you guys go see #CrazyRichAsians this weekend! So good. Congrats  ,Surprise,0.00035967055009678006,0.38236281275749207,0.5604129433631897,0.001279525808058679,4.1092436731560156e-05,0.0016233684727922082,0.03445558249950409,0.019465046003460884
90,,Joy,0.015704816207289696,0.3509698212146759,0.14494264125823975,0.07205493748188019,0.003838303266093135,0.0941551923751831,0.2866412401199341,0.03169303014874458
91,Just Skate ,Joy,0.01628972962498665,0.460732102394104,0.07250678539276123,0.04047078266739845,0.0026264269836246967,0.04822348430752754,0.32372167706489563,0.035429004579782486
92,NO BRAINER out now ,Sadness,0.0179043710231781,0.13070635497570038,0.1295962780714035,0.1078496128320694,0.010029825381934643,0.4671763479709625,0.12764421105384827,0.00909300148487091
93,,Joy,0.015704816207289696,0.3509698212146759,0.14494264125823975,0.07205493748188019,0.003838303266093135,0.0941551923751831,0.2866412401199341,0.03169303014874458
94,,Joy,0.015704816207289696,0.3509698212146759,0.14494264125823975,0.07205493748188019,0.003838303266093135,0.0941551923751831,0.2866412401199341,0.03169303014874458
95,Thank you  ,Joy,0.005891372449696064,0.44994449615478516,0.3406703472137451,0.04797980934381485,0.0010147843277081847,0.004455837421119213,0.14176422357559204,0.008279141038656235
96,:) ,Joy,0.0016974435420706868,0.5695571899414062,0.11589199304580688,0.018014345318078995,0.00024362049589399248,0.006866777315735817,0.27670958638191223,0.011019055731594563
97,#cupidmovie ,Fear,0.00834423117339611,0.0379461869597435,0.009385671466588974,0.855343222618103,0.0036049485206604004,0.017553318291902542,0.06371162831783295,0.004110801033675671
98,Talked at length about the measures taken for the welfare of the middle class while interacting with a BJP Karyakarta from Uttar Pradesh s Basti. ,Joy,0.01879938133060932,0.28968188166618347,0.2822805941104889,0.06433167308568954,0.09306056052446365,0.01159424614161253,0.2143673300743103,0.025884360074996948
99,Had a wonderful interaction with  Karyakartas from Bilaspur Basti Dhanbad Chittorgarh and Mandsaur. Here are the highlights. ,Joy,0.0019750394858419895,0.4637129008769989,0.26064327359199524,0.014661658555269241,0.0010810161475092173,0.018323848024010658,0.07686461508274078,0.162737637758255
100,Boosting infrastructure providing financial assistance to institutions building new world class centres of education and more. Here are some of the steps being taken by the Centre in the education sector. ,Joy,0.008430367335677147,0.677861213684082,0.03489406779408455,0.010269065387547016,0.003105215262621641,0.013240871950984001,0.23617196083068848,0.016027254983782768
101,Encouraging innovation among young India. ,Joy,0.0003259870281908661,0.7177024483680725,0.03677578270435333,0.0036644279025495052,4.99819107062649e-05,0.0011604989413172007,0.23267605900764465,0.0076447781175374985
102,3 - - - ,Joy,0.014702080748975277,0.9178383350372314,0.012515893206000328,0.007510957308113575,0.0007150112651288509,0.00548175536096096,0.03977274149656296,0.0014632149832323194
103,Sharing my remarks at the 'Conference on Academic Leadership on Education for Resurgence' held in Delhi. ,Trust,0.0017109884647652507,0.03872048482298851,0.021011166274547577,0.043394505977630615,0.0005332179134711623,0.002847026800736785,0.8685430288314819,0.023239560425281525
104,Interacting with hardworking  Karyakartas of 5 Lok Sabha seats. Watch. ,Joy,0.0013351644156500697,0.5121841430664062,0.13275012373924255,0.01496319379657507,0.0007428913959302008,0.018779652193188667,0.0491928830742836,0.2700519263744354
105,Looking forward to interacting with BJP Karyakartas from Bilaspur Basti Dhanbad Chittorgarh and Mandsaur Lok Sabha seats. The interaction which begins at 4:30 this evening can be watched on the Narendra Modi Mobile App. #MeraBoothSabseMazboot ,Joy,0.01170390285551548,0.8838239908218384,0.030195631086826324,0.03177734464406967,0.003198053687810898,0.006098387762904167,0.03127625584602356,0.0019264314323663712
106,At 10 AM this morning I will inaugurate the 'Conference on Academic Leadership on Education for Resurgence' in Delhi. This is a commendable effort aimed at further strengthening our education system. ,Trust,0.0011199904838576913,0.19384866952896118,0.01051582582294941,0.07844147086143494,0.00279852538369596,0.015864254906773567,0.6916473507881165,0.00576391676440835
107,At Jodhpur's Konark War Memorial paid homage to the brave soldiers who protect our nation. India will always be grateful to our armed forces. ,Trust,0.009924840182065964,0.018737969920039177,0.022731347009539604,0.22407251596450806,0.06436841934919357,0.011390391737222672,0.6204910278320312,0.02828349359333515
108,Today in Jodhpur I attended the Combined Commanders Conference. Also inaugurated the Parakram Parv through which we express gratitude to our armed forces for their invaluable contribution to our nation. ,Joy,0.004297128412872553,0.9684366583824158,0.0008155730320140719,0.015409044921398163,0.0023885585833340883,0.0007813016418367624,0.007819405756890774,5.231392788118683e-05
109,This video makes me happy- because of the stupendous efforts of the  team. But it is disappointing to see our mountains and lakes being dirtied like this. Let us pledge to keep our mountains and lakes clean. ,Trust,0.008144991472363472,0.13624589145183563,0.13823270797729492,0.14186319708824158,0.16004137694835663,0.18594512343406677,0.22311754524707794,0.00640916870906949
110,Pragati is a great example of how technology can bring a positive difference in the lives of many. ,Joy,0.045534029603004456,0.5522994995117188,0.02396802231669426,0.03587789833545685,0.01048378273844719,0.02570522017776966,0.29604068398475647,0.010090868920087814
111,Happy to see this. India needs cleaner coasts and the recent rise in cleanliness activities in coastal areas is a positive step. ,Joy,0.0019267415627837181,0.7443735003471375,0.05887247994542122,0.010800926014780998,0.0007543580140918493,0.014345099218189716,0.15475046634674072,0.014176418073475361
112,Great effort! Art is a fantastic means to spread awareness on cleanliness and I am glad children are doing this. My best wishes to them. ,Joy,3.988298885815311e-06,0.99970942735672,4.793888365384191e-06,9.045490151038393e-05,1.9124971828432535e-08,1.1488112249935511e-05,0.0001797356817405671,1.1780638686786915e-07
113,Respected Lata Didi best wishes to you on your birthday. Your exceptional work spanning decades has endeared you to crores of Indians. You have always been passionate about our country s development. May you lead a long life filled with good health.  ,Joy,0.0006995838484726846,0.9647446870803833,0.0029913841281086206,0.005303801503032446,8.816763875074685e-05,0.0005066586891189218,0.024830328300595284,0.0008353732409887016
114,- - - Shaheed Bhagat Singh's valour motivates millions of Indians across generations. I bow to this proud son of India on his Jayanti and join my fellow citizens in remembering his heroic deeds that contributed to India s freedom. ,Joy,0.006470339838415384,0.6166703701019287,0.018536018207669258,0.09412685036659241,0.00044870717101730406,0.011007700115442276,0.25146085023880005,0.0012791355838999152
